,name,rating,votes,grade,type,height,pitches,safety,commitment,state,sub_area,photos,comments,near_grades,aid_grade,popularity,combined_difficulty,difficulty_sport_trad,number_near_grades,diff_nearby_grades,safety_numerical,commitment_numerical,aid_numerical
3230,Key Grip,2.0,1,V2+,['Boulder'],7.0,1,,,Nevada,Gateway Canyon…,0,0,"['V3', 'V1', 'V5-6', 'V6', 'V1', 'V4']",,2.1474268222689856,4,,6,1.333333333333333,,1,
3233,The Arete,2.0,1,V3-,['Boulder'],15.0,1,,,California,W Valley,4,0,['V0'],,2.1474268222689856,5,,1,3.0,,1,
3235,Unnamed Face,2.0,1,V2,['Boulder'],10.0,1,,,California,Camp 4 Boulders,1,0,['V3'],,2.1474268222689856,4,,1,1.0,,1,
3239,Stick to the Plot,2.0,1,V2,['Boulder'],15.0,1,,,Nevada,Library,1,0,"['V1', 'V1', 'V2']",,2.1474268222689856,4,,3,0.6666666666666665,,1,
3240,Heavy Direct,4.0,1,V12,['Boulder'],15.0,1,,,California,Tuolumne Bould…,0,0,"['V7', 'V9', 'V10', 'V9', 'V6', 'V9+']",,3.1474268222689856,14,,6,3.666666666666666,,1,
3241,Undercling Problem,1.0,1,V4,['Boulder'],10.0,1,,,California,Ugly Duckling Area,1,0,"['V2+', 'V0']",,1.6474268222689858,6,,2,3.0,,1,
3242,The Blazed Trail,1.0,1,V-easy,['Boulder'],9.0,1,,,California,Real Hidden Val…,1,0,['V2'],,1.6474268222689858,1,,1,3.0,,1,
3244,Problem E,1.0,3,V0+,['Boulder'],8.0,1,,,California,Alcove Area,1,0,"['V5+', 'V3', 'V2', 'V2', 'V3', 'V0+', 'V0-', 'V2']",,1.3237134111344928,2,,8,2.125,,1,
3249,Zygote,0.5,2,V-easy,['Boulder'],10.0,1,,,California,Embryo Area,0,0,"['V4', 'V0-', 'V-easy']",,1.0982845481793237,1,,3,2.0,,1,
3250,Native Son,1.0,2,V-easy,['Boulder'],10.0,1,,,California,Indian Wave Bou…,2,0,"['V1', 'V0', 'V1']",,1.4316178815126572,1,,3,1.6666666666666665,,1,
3252,Ladies Night,1.0,1,V4,['Boulder'],9.0,1,,,California,Outback Bouldering,1,0,[],,1.6474268222689858,6,,0,,,1,
3255,Hammerhead,3.5,6,V5,['Boulder'],17.0,1,,,California,Camp 4 Boulders,0,0,[],,3.327836234933996,7,,0,,,1,
3257,Unnamed .7,1.5,16,V-easy,['Boulder'],10.0,1,,,California,Echo Cove Bould…,1,1,"['V0-', 'V2', 'V0+', 'V0+', 'V1', 'V2']",,1.5467560967375276,1,,6,1.8333333333333335,,1,
3258,South Face Left,1.6,5,V0-,['Boulder'],12.0,1,,,California,Indian Cove CG,1,0,"['V2', 'V-easy', 'V3', 'V-easy', 'V3+', 'V-easy', 'V-easy']",,1.7158089407563288,2,,7,0.5714285714285716,,1,
3260,Middle Path,3.0,2,V0,['Boulder'],23.0,1,R,,California,Fault Line,1,0,"['V1-', 'V0+', 'V2']",,2.7649512148459907,2,,3,1.0,2.0,1,
3263,Unnamed V5,1.0,1,V5,['Boulder'],7.0,1,,,California,Manx Boulders C…,1,0,"['V1', 'V1', 'V-easy', 'V-easy', 'V2', 'V2', 'V-easy', 'V0', 'V6']",,1.6474268222689858,7,,9,4.0,,1,
3264,Sasquatch Gets Wasted,3.0,3,V7,['Boulder'],8.0,1,,,California,Sasquatch Patch,1,1,"['V4', 'V3', 'V1']",,2.823713411134493,9,,3,4.333333333333333,,1,
3267,High Noon,2.1,21,V2,['Boulder'],12.0,1,,,Nevada,Red Spring Boul…,0,2,"['V6', 'V2', 'V0']",,2.108856983842635,4,,3,0.666666666666667,,1,
3268,Xylophone,2.1,19,V2,['Boulder'],14.0,1,,,California,Manx Boulders,3,0,"['V3', 'V1', 'V0', 'V-easy', 'V4', 'V2+', 'V0-', 'V1', 'V3', 'V2']",,2.1097426822268983,4,,10,0.5,,1,
3269,The Clutch,1.5,20,V0-,['Boulder'],15.0,1,,,California,Outback Bouldering,1,0,"['V0', 'V-easy', 'V4', 'V0', 'V2', 'V-easy', 'V-easy', 'V2+', 'V-easy']",,1.537850173549427,2,,9,0.44444444444444464,,1,
3271,Unnamed V2,2.0,9,V2,['Boulder'],10.0,1,,,Nevada,Kraft Boulders,0,0,"['V4', 'V5', 'V5-6', 'V4+', 'V4-', 'V4']",,2.029485364453797,4,,6,2.333333333333333,,1,
3274,Pocket Pool,1.5,2,V1,['Boulder'],20.0,1,R,,California,Dreamers,2,0,"['V0', 'V0', 'V0', 'V0', 'V0', 'V0', 'V0', 'V0']",,1.7649512148459905,3,,8,1.0,2.0,1,
3278,Heel Hooker,2.0,2,V0,['Boulder'],10.0,1,,,California,Outback Bouldering,0,0,"['V-easy', 'V0+']",,2.0982845481793237,2,,2,0.5,,1,
3280,Problem 2,1.5,6,V1,['Boulder'],12.0,1,,,California,Catacombs,1,0,"['V0', 'V0', 'V2', 'V1+', 'V1', 'V0', 'V0-', 'V2', 'V1', 'V0-']",,1.6135505206482814,3,,10,0.2999999999999998,,1,
3281,Bone,2.0,1,V2,['Boulder'],15.0,1,,,California,Horseshoe Lake,1,0,"['V3', 'V2', 'V1', 'V-easy', 'V-easy', 'V2-', 'V1']",,2.1474268222689856,4,,7,1.0,,1,
3282,South Face Center,1.4,7,V-easy,['Boulder'],12.0,1,,,California,Indian Cove CG,1,0,"['V2', 'V3', 'V-easy', 'V3+', 'V-easy', 'V0-', 'V-easy']",,1.5118567055672463,1,,7,1.7142857142857144,,1,
3283,Flake,1.4,10,V-easy,['Boulder'],15.0,1,,,California,Trashcan Rock Area,2,0,"['V-easy', 'V-easy', 'V-easy', 'V1', 'V0+', 'V3', 'V0', 'V1']",,1.4813503313216339,1,,8,1.25,,1,
3285,Woody Problem,2.0,1,V4,['Boulder'],13.0,1,,,California,Love Nest Area,1,0,"['V2', 'V0', 'V-easy', 'V-easy']",,2.1474268222689856,6,,4,4.0,,1,
3290,Ace,1.4,10,V-easy,['Boulder'],10.0,1,,,California,Stonehenge Boul…,1,0,"['V-easy', 'V1', 'V1', 'V-easy', 'V7']",,1.4813503313216339,1,,5,2.4,,1,
3295,G Coleman,1.6,5,V0,['Boulder'],8.0,1,,,Nevada,Willow Springs…,0,0,"['V2', 'V1', 'V3', 'V3', 'V1', 'V1', 'V0', 'V1', 'V3', 'V1']",,1.7158089407563288,2,,10,1.6,,1,
3299,Brunette Torpedo,2.4,8,V3,['Boulder'],12.0,1,,,California,Chocolate Boulders,1,0,"['V2', 'V2', 'V-easy', 'V2', 'V0', 'V1']",,2.3883170716153304,5,,6,2.0,,1,
3301,Women and Children First,1.0,1,V1,['Boulder'],18.0,1,,,California,Turtle Rock Cir…,0,0,"['V2-', 'V2', 'V0', 'V-easy', 'V3', 'V4', 'V3', 'V2']",,1.6474268222689858,3,,8,0.875,,1,
3302,Good Vibrations,3.0,1,V10-,['Boulder'],15.0,1,,,California,Intersection Bo…,1,0,['V5'],,2.6474268222689856,12,,1,5.0,,1,
3310,A Crack in the Boards,3.0,1,V0+,['Boulder'],15.0,1,,,California,Catacombs,1,0,[],,2.6474268222689856,2,,0,,,1,
3312,Fluttery Hartley,2.0,1,V6,['Boulder'],14.0,1,,,California,Rd Boulder Area,0,0,"['V5', 'V9-', 'V8', 'V6']",,2.1474268222689856,8,,4,1.0,,1,
3313,The Real Slam Dunk,3.0,3,V3,['Boulder'],12.0,1,,,California,Hang,0,1,"['V1+', 'V3']",,2.823713411134493,5,,2,1.0,,1,
3314,False Tidal Wave,2.3,20,V6-,['Boulder'],11.0,1,,,California,Outback Bouldering,1,1,"['V0', 'V9', 'V3', 'V10', 'V6']",,2.299754935454189,8,,5,0.40000000000000036,,1,
3315,At Your Cervix,2.5,2,V-easy,['Boulder'],20.0,1,,,California,Manx Boulders C…,2,0,['V-easy'],,2.431617881512657,1,,1,0.0,,1,
3318,Dinky,1.0,5,V-easy,['Boulder'],10.0,1,,,California,Echo Rock Boulders,1,0,"['V-easy', 'V2', 'V0', 'V0', 'V2', 'V-easy']",,1.2158089407563286,1,,6,1.3333333333333335,,1,
3325,Border Collie,1.5,2,V2,['Boulder'],15.0,1,,,California,Cap Rock Boulde…,1,0,"['V0', 'V2', 'V2']",,1.7649512148459905,4,,3,0.6666666666666665,,1,
3327,V0 Thin Crack,1.6,8,V0,['Boulder'],12.0,1,,,California,Trashcan Rock Area,1,0,"['V-easy', 'V-easy', 'V-easy', 'V-easy', 'V1', 'V0+', 'V3', 'V1']",,1.677205960504219,2,,8,0.125,,1,
3328,Dr. Mofesto,2.3,3,V3,['Boulder'],20.0,1,,,California,S - Pocket Rock…,2,1,"['V0+', 'V0', 'V0']",,2.298713411134493,5,,3,3.0,,1,
3331,Bump,2.0,1,V4,['Boulder'],12.0,1,,,California,Central - Maxim…,3,0,"['V2', 'V2', 'V2']",,2.1474268222689856,6,,3,2.0,,1,
3333,Ghetto Snake,4.0,4,V5,['Boulder'],30.0,1,,,California,Cathedral Boulders,5,4,[],,3.658970728907595,7,,0,,,1,
3334,Ghetto Booty,2.3,3,V4,['Boulder'],12.0,1,,,California,Chocolate Boulders,1,0,"['V3', 'V1', 'V-easy', 'V3', 'V0-']",,2.298713411134493,6,,5,2.8,,1,
3336,Original Line,3.1,25,V0,['Boulder'],35.0,1,,,California,Pollen Grains /…,1,0,"['V6', 'V5', 'V2', 'V3', 'V6', 'V6-7', 'V5', 'V2']",,3.06903283248223,2,,8,4.375,,1,
3337,I Disagree,2.1,47,V1,['Boulder'],12.0,1,,,Nevada,Kraft Boulders,1,0,"['V7', 'V2-3']",,2.1040594509278745,3,,2,3.5,,1,
3341,Hound Dog Arete,1.9,7,V3-4,['Boulder'],10.0,1,,,Nevada,Kraft Boulders,1,0,['V3'],,1.9493567055672463,5,,1,0.0,,1,
3343,Right Traverse,2.5,6,V1,['Boulder'],10.0,1,,,Nevada,W Cluster,1,0,"['V2', 'V0', 'V2-3']",,2.4706933777911386,3,,3,0.3333333333333335,,1,
3344,Spicy T,3.0,1,V0,['Boulder'],15.0,1,PG13,,California,Western Wildern…,2,1,[],,2.6474268222689856,2,,0,,1.0,1,
3345,Trail Traffic,2.0,1,V0,['Boulder'],12.0,1,,,California,Housekeeping,1,0,"['V3', 'V2', 'V5', 'V4-5', 'V8', 'V0', 'V0', 'V3', 'V3', 'V1']",,2.1474268222689856,2,,10,2.9000000000000004,,1,
3347,West Arete,1.9,12,V0-,['Boulder'],20.0,1,,,California,Turtle Rock Cir…,1,1,"['V-easy', 'V1', 'V0+']",,1.9303733572721518,2,,3,0.0,,1,
3348,Chekhov's Gun,2.0,1,V4-5,['Boulder'],10.0,1,,,Nevada,Calico Basin Bo…,0,0,['V1'],,2.1474268222689856,6,,1,3.0,,1,
3350,K.D. Supreme (yabo),4.0,1,V6,['Boulder'],15.0,1,PG13,,California,Miledi Boulders,0,0,"['V0', 'V-easy', 'V4', 'V3', 'V5', 'V-easy']",,3.1474268222689856,8,,6,4.333333333333334,1.0,1,
3356,Burning Sensation,2.4,5,V3-,['Boulder'],15.0,1,,,California,Little Bighorn…,1,3,"['V1+', 'V0-', 'V0+', 'V4-', 'V4-', 'V0-', 'V-easy', 'V3', 'V1']",,2.3824756074229954,5,,9,1.6666666666666665,,1,
3357,Pinnacle Behind Super Scream,1.7,3,V0,['Boulder'],12.0,1,,,Nevada,Kraft Boulders,1,0,"['V0-', 'V2', 'V0-1', 'V1', 'V2-', 'V4', 'V2']",,1.8487134111344927,2,,7,1.5714285714285716,,1,
3359,Friction Face 2,2.0,1,V1,['Boulder'],25.0,1,PG13,,California,Swan Slab Boulders,0,0,"['V0-', 'V4', 'V0-', 'V4', 'V0-', 'V0-', 'V2', 'V0-', 'V2', 'V4', 'V1', 'V2', 'V5', 'V0-', 'V3', 'V3', 'V0', 'V3', 'V-easy', 'V0-', 'V2', 'V0-', 'V8', '5.7', 'V4', 'V2', 'V6', 'V3']",,2.1474268222689856,3,,28,1.0357142857142856,1.0,1,
3363,Problem 04,1.5,4,V0,['Boulder'],15.0,1,,,California,Mammoth Lakes…,1,0,"['V2', 'V2', 'V-easy', 'V-easy', 'V0-', 'V1', 'V4', 'V1+', 'V0', 'V1', 'V-easy', 'V-easy', 'V0+', 'V1', 'V-easy', 'V-easy', 'V0+', 'V2', 'V1+', 'V1', 'V0', 'V-easy', 'V1+', 'V3', 'V2', 'V4', 'V1', 'V0-', 'V0-', 'V0-', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V0-', 'V0', 'V0', 'V0-', 'V-easy', 'V-easy', 'V-easy']",,1.6589707289075946,2,,43,0.2558139534883721,,1,
3364,Doin' The Cockroach,2.7,13,V4,['Boulder'],12.0,1,,,California,Lonesome Crowde…,2,2,"['V-easy', 'V0']",,2.6710609746098557,6,,2,4.5,,1,
3367,Black & White,4.0,1,V0+,['Boulder'],25.0,1,R,,California,Fault Line,0,0,"['V1-', 'V0', 'V2']",,3.1474268222689856,2,,3,1.0,2.0,1,
3371,Saddle Up Your Thoughts and Rope Them In,2.0,2,V5,['Boulder'],12.0,1,,,California,Catacombs,1,1,"['V3', 'V0', 'V0']",,2.0982845481793237,7,,3,4.0,,1,
3378,Agriculture,2.0,1,V2-3,['Boulder'],10.0,1,,,Nevada,Library,1,0,"['V1-2', 'V0']",,2.1474268222689856,4,,2,1.5,,1,
3379,Transition Assistance Direct,1.0,1,V0,['Boulder'],12.0,1,,,California,49 Palms Oasis…,0,0,['V1'],,1.6474268222689858,2,,1,1.0,,1,
3389,Under the Cabana,2.0,1,V3-4,['Boulder'],10.0,1,,,Nevada,Oak Creek Canyo…,1,0,['V1'],,2.1474268222689856,5,,1,2.0,,1,
3393,Crack Line,1.0,1,V0,['Boulder'],14.0,1,,,California,Outer Rim,0,0,"['V-easy', 'V-easy', 'V-easy', 'V4', 'V1+', 'V3', 'V5', 'V4', 'V0-']",,1.6474268222689858,2,,9,1.5555555555555554,,1,
3397,Black Face Direct,3.8,4,V7,['Boulder'],15.0,1,,,California,Talladega Night…,2,0,['V6'],,3.4989707289075946,9,,1,1.0,,1,
3398,Tidbit,1.5,6,V-easy,['Boulder'],10.0,1,,,California,HVCG West,1,0,"['V-easy', 'V-easy', 'V-easy', 'V-easy', 'V1', 'V-easy', 'V-easy']",,1.6135505206482814,1,,7,0.2857142857142858,,1,
3399,Sons of Ishmael,2.0,1,V0,['Boulder'],20.0,1,,,California,Lehi's Wilderness,1,0,"['V-easy', 'V-easy', 'V0', 'V0', 'V0', 'V0', 'V0', 'V-easy', 'V0']",,2.1474268222689856,2,,9,0.33333333333333326,,1,
3400,North Face,2.2,5,V4,['Boulder'],9.0,1,,,California,Mammoth Creek Rd,1,0,"['V6', 'V2', 'V6', 'V3-', 'V3', 'V3', 'V2+', 'V3', 'V1', 'V-easy', 'V7', 'V0', 'V0-', 'V-easy']",,2.215808940756329,6,,14,1.5714285714285712,,1,
3401,Hershey Kiss Off,1.5,2,V-easy,['Boulder'],10.0,1,,,California,HVCG East,0,0,"['V0+', 'V1', 'V1', 'V0-']",,1.7649512148459905,1,,4,1.5,,1,
3412,Like a Ninja,2.4,8,V3,['Boulder'],8.0,1,PG13,,California,Gunsmoke Area,0,0,['V4'],,2.3883170716153304,5,,1,1.0,1.0,1,
3415,Repoman,1.0,2,V1,['Boulder'],10.0,1,,,California,S - Pocket Rock…,1,0,"['V2', 'V0']",,1.4316178815126572,3,,2,0.0,,1,
3418,Insider 'er,2.0,3,V2,['Boulder'],8.0,1,,,California,Mad Max Area,1,0,"['V0-', 'V2', 'V0-', 'V-easy', 'V1']",,2.073713411134493,4,,5,1.6,,1,
3422,Game of Chance,1.1,8,V-easy,['Boulder'],12.0,1,,,California,Stonehenge Boul…,1,0,"['V-easy', 'V0', 'V0', 'V3-4']",,1.2327615160597747,1,,4,1.5,,1,
3424,False Hueco Traverse,3.0,210,V2,['Boulder'],15.0,1,,,California,Outback Bouldering,11,10,"['V4', 'V5', 'V1', 'V2', 'V3+', 'V4+', 'V4', 'V4-']",,2.9966580741447295,4,,8,1.375,,1,
3427,Torquemeister,2.0,27,V4-,['Boulder'],10.0,1,,,California,Outback Bouldering,1,3,"['V4', 'V5', 'V1', 'V2', 'V2', 'V3+', 'V4+', 'V4']",,2.0105304873049277,6,,8,0.875,,1,
3428,Blind Electrician,2.0,1,V4,['Boulder'],12.0,1,,,California,Wawona,2,0,"['V0', 'V2-', 'V3+', 'V3-']",,2.1474268222689856,6,,4,2.0,,1,
3433,The Warm Up,2.8,18,V3,['Boulder'],12.0,1,,,California,Crimp Ladder Area,1,1,"['V7', 'V8', 'V2']",,2.7734133497125244,5,,3,2.666666666666667,,1,
3436,Problem 29,1.5,2,V0-,['Boulder'],15.0,1,,,California,Mammoth Lakes…,1,0,"['V2', 'V2', 'V-easy', 'V-easy', 'V0', 'V1', 'V4', 'V1+', 'V0', 'V1', 'V-easy', 'V-easy', 'V0+', 'V1', 'V-easy', 'V-easy', 'V0+', 'V2', 'V1+', 'V1', 'V0', 'V-easy', 'V1+', 'V3', 'V2', 'V4', 'V1', 'V0-', 'V0-', 'V0-', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V0-', 'V0', 'V0', 'V0-', 'V-easy', 'V-easy', 'V-easy']",,1.7649512148459905,2,,43,0.2558139534883721,,1,
3438,A Hearty Handful of Cheek,2.0,2,V0,['Boulder'],6.0,1,PG13,,California,Group Campsites Rd,1,0,[],,2.0982845481793237,2,,0,,1.0,1,
3444,Hawkman,2.8,6,V2,['Boulder'],18.0,1,PG13,,California,Dreamers,1,0,"['V0', 'V0', 'V2', 'V3', 'V0', 'V0']",,2.7278362349339957,4,,6,1.1666666666666665,1.0,1,
3447,Callous Crack,1.0,2,V-easy,['Boulder'],10.0,1,,,California,Indian Cove CG,0,0,"['V-easy', 'V2']",,1.4316178815126572,1,,2,1.5,,1,
3448,Smooth Wall Arete,1.5,2,V2,['Boulder'],13.0,1,,,California,Deadman II,0,0,['V4'],,1.7649512148459905,4,,1,2.0,,1,
3449,Primer,1.0,1,V-easy,['Boulder'],15.0,1,,,California,Embryo Area,1,0,"['V0-', 'V1', 'V-easy', 'V4', 'V1']",,1.6474268222689858,1,,5,2.0,,1,
3455,The Swinger,3.0,1,V3,['Boulder'],20.0,1,,,Nevada,07-Willow Spring,1,0,['V0-1'],,2.6474268222689856,5,,1,3.0,,1,
3458,Right Nixon Crack,3.0,2,V0+,['Boulder'],15.0,1,PG13,,California,HVCG North,0,0,"['V0', 'V0', 'V5']",,2.7649512148459907,2,,3,1.6666666666666665,1.0,1,
3459,Morning Glory,2.5,31,V1,['Boulder'],20.0,1,,,California,Turtle Rock Cir…,4,0,"['V-easy', 'V0+', 'V0-']",,2.4935891763918114,3,,3,1.3333333333333333,,1,
3460,Your Move,2.5,2,V5,['Boulder'],6.0,1,,,California,Curry Village,0,1,['V4'],,2.431617881512657,7,,1,1.0,,1,
3464,Collins Direct,1.0,1,V8,['Boulder'],12.0,1,,,California,Housekeeping,0,0,"['V0', 'V0', 'V3', 'V0']",,1.6474268222689858,10,,4,7.25,,1,
3472,Short Slab,1.0,1,V2,['Boulder'],12.0,1,,,California,Ghetto,1,0,"['V6', 'V3', 'V1']",,1.6474268222689858,4,,3,1.333333333333333,,1,
3473,Torque,4.0,3,V7,['Boulder'],18.0,1,,,California,Housekeeping,3,1,['V7'],,3.573713411134493,9,,1,0.0,,1,
3474,Vibrator Left Hand,1.0,1,V1+,['Boulder'],15.0,1,,,California,Cap Rock Boulde…,2,0,['V2'],,1.6474268222689858,3,,1,1.0,,1,
3479,Olmsted Crack,3.9,40,V1,['Boulder'],18.0,1,,,California,Olmsted Point B…,5,5,[],,3.8608500888911697,3,,0,,,1,
3480,Unnamed Traverse,2.1,16,V4,['Boulder'],10.0,1,,,California,Lonely Stones 1,1,1,"['V6', 'V5', 'V-easy', 'V-easy', 'V1']",,2.111461979090469,6,,5,2.0,,1,
3481,Mr. Hyde,2.2,6,V0-,['Boulder'],10.0,1,,,California,Outback Bouldering,1,0,"['V1', 'V-easy', 'V1', 'V-easy']",,2.2135505206482815,2,,4,0.0,,1,
3482,Bark Beetle Problem,1.0,1,V0+,['Boulder'],11.0,1,,,California,Wawona,1,0,"['V2+', 'V1+', 'V3', 'V2+', 'V1', 'V-easy']",,1.6474268222689858,2,,6,1.3333333333333335,,1,
3487,Old Horizontal,1.0,1,V2,['Boulder'],10.0,1,,,California,Real Hidden Val…,0,0,"['V0+', 'V-easy', 'V-easy', 'V0-', 'V-easy', 'V-easy', 'V-easy']",,1.6474268222689858,4,,7,2.7142857142857144,,1,
3488,Thimble of the High Sierra,3.3,8,V3,['Boulder'],20.0,1,,,California,Dreamers,4,0,"['V2', 'V0', 'V0', 'V2', 'V0', 'V0']",,3.18831707161533,5,,6,2.3333333333333335,,1,
3490,Fall Colors,2.7,6,V3,['Boulder'],12.0,1,,,California,Mammoth Creek Rd,1,0,"['V6', 'V2', 'V6', 'V3-', 'V3', 'V2+', 'V4', 'V3', 'V1', 'V-easy', 'V7', 'V0', 'V0-', 'V-easy']",,2.6421219492197103,5,,14,0.5,,1,
3492,Obvious Gem,2.3,14,V5,['Boulder'],10.0,1,,,California,Hang,2,2,"['V7', 'V0-1', 'V5']",,2.2996569096358646,7,,3,1.0,,1,
3493,One Man Tribe,2.0,1,V4,['Boulder'],12.0,1,,,California,JBMF Boulders,1,1,"['V0', 'V3', 'V4', 'V3', 'V6']",,2.1474268222689856,6,,5,0.7999999999999998,,1,
3494,Bouldering is Trad,1.0,1,V4+,['Boulder'],9.0,1,,,California,Wonderland of R…,1,1,[],,1.6474268222689858,6,,0,,,1,
3495,Betty,1.7,50,V1,['Boulder'],10.0,1,,,Nevada,Kraft Boulders,1,0,"['V2-', 'V3-4', 'V2+', 'V1']",,1.7116637969517248,3,,4,1.0,,1,
3497,Far Left Slab,2.1,7,V2,['Boulder'],15.0,1,,,Nevada,Sandstone Quarr…,1,0,['V1'],,2.1243567055672465,4,,1,1.0,,1,
3498,Wall Right,1.0,1,V0,['Boulder'],15.0,1,,,California,E Valley,1,0,"['V0-', 'V0-', 'V0']",,1.6474268222689858,2,,3,0.0,,1,
3500,Honeycomb Girdle,1.0,1,V0,['Boulder'],20.0,1,,,California,E Valley,1,0,"['V0-', 'V0-', 'V0']",,1.6474268222689858,2,,3,0.0,,1,
3506,Peyote Puller,3.0,1,V1,['Boulder'],15.0,1,,,California,Catacombs,2,0,"['V0+', 'V0', 'V3+', 'V0', 'V0', 'V0', 'V0', 'V0', 'V0']",,2.6474268222689856,3,,9,0.6666666666666665,,1,
3507,Pothole Traverse,2.0,1,V-easy,['Boulder'],10.0,1,,,California,HVCG West,3,0,"['V-easy', 'V-easy', 'V0', 'V0', 'V-easy', 'V-easy', 'V-easy']",,2.1474268222689856,1,,7,0.2857142857142858,,1,
3511,Bare Knuckles,2.0,2,V3,['Boulder'],15.0,1,,,Nevada,Red Spring Boul…,0,0,"['V3-4', 'V0-', 'V3-4', 'V1-2']",,2.0982845481793237,5,,4,1.25,,1,
3512,Jones'n,3.1,203,V4+,['Boulder'],12.0,1,,,Nevada,Kraft Boulders,3,13,"['V4', 'V5', 'V5-6', 'V4-', 'V4', 'V2']",,3.096053204139892,6,,6,0.0,,1,
3513,Unnamed Overhang,1.5,2,V3-,['Boulder'],9.0,1,R,,California,Ryan Campground…,1,0,['V0'],,1.7649512148459905,5,,1,3.0,2.0,1,
3514,Zinger,1.2,5,V2,['Boulder'],15.0,1,,,California,Semi-Precious B…,1,0,['V2'],,1.3824756074229954,4,,1,0.0,,1,
3515,Optigrip,2.2,5,V3,['Boulder'],15.0,1,,,California,Asteroid Boulde…,0,0,"['V-easy', 'V2', 'V-easy', 'V7', 'V-easy', 'V4', 'V-easy', 'V0', 'V2', 'V2']",,2.215808940756329,5,,10,1.7000000000000002,,1,
3516,Choss Face,1.0,1,V3,['Boulder'],15.0,1,PG13,,California,Sasquatch Patch,2,0,"['V3-4', 'V7', 'V1', 'V5', 'V4', 'V6']",,1.6474268222689858,5,,6,1.333333333333333,1.0,1,
3517,Marcus Garvey,2.0,2,V0,['Boulder'],12.0,1,,,California,Dreamers,1,0,"['V0', 'V3', 'V0', 'V4', 'V0', 'V1', 'V0', 'V0-', 'V2', 'V0']",,2.0982845481793237,2,,10,1.0,,1,
3521,Sign Problem,2.1,15,V0,['Boulder'],17.0,1,,,California,Entrance Boulde…,2,1,"['V6', 'V-easy', 'V6', 'V-easy', 'V0', 'V-easy']",,2.1121783527836233,2,,6,1.5,,1,
3522,Micro Arete,1.0,2,V-easy,['Boulder'],7.0,1,,,California,Hemingway Boulders,1,0,"['V0-', 'V0+', 'V0-', 'V1', 'V2', 'V1', 'V0']",,1.4316178815126572,1,,7,1.5714285714285716,,1,
3524,Relic,3.0,4,V9,['Boulder'],20.0,1,,,California,Outback Bouldering,3,1,"['V0', 'V6-', 'V3', 'V10', 'V6']",,2.858970728907595,11,,5,4.0,,1,
3528,West Entrance Slab,1.5,2,V1,['Boulder'],15.0,1,,,California,Quail Springs B…,2,1,"['V2', 'V-easy']",,1.7649512148459905,3,,2,0.5,,1,
3529,The Bogart Traverse,3.0,2,V5,['Boulder'],15.0,1,,,California,Cathedral Boulders,1,0,"['V0', 'V7', 'V3']",,2.7649512148459907,7,,3,1.666666666666667,,1,
3530,Prince Fari,2.7,3,V6,['Boulder'],15.0,1,,,California,Stonehenge Boul…,2,1,"['V8', 'V2', 'V0', 'V0', 'V2', 'V0-']",,2.598713411134493,8,,6,4.0,,1,
3532,Problem 27,1.3,3,V-easy,['Boulder'],15.0,1,,,California,Mammoth Lakes…,3,0,"['V2', 'V2', 'V-easy', 'V0-', 'V0', 'V1', 'V4', 'V1+', 'V0', 'V1', 'V-easy', 'V-easy', 'V0+', 'V1', 'V-easy', 'V-easy', 'V0+', 'V2', 'V1+', 'V1', 'V0', 'V-easy', 'V1+', 'V3', 'V2', 'V4', 'V1', 'V0-', 'V0-', 'V0-', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V-easy', 'V0-', 'V0', 'V0', 'V0-', 'V-easy', 'V-easy', 'V-easy']",,1.548713411134493,1,,43,1.2790697674418605,,1,
3535,Fin Backside Left,1.7,30,V0-1,['Boulder'],12.0,1,,,Nevada,Kraft Boulders,1,0,"['V0', 'V0+', 'V1-2', 'V0+', 'V2', 'V0-', 'V-easy', 'V3', 'V0', 'V0+', 'V0', 'V0', 'V1', 'V-easy', 'V1-', 'V-easy', 'V-easy']",,1.7191888272431606,2,,17,0.23529411764705888,,1,
3536,Orbiter,2.0,6,V3,['Boulder'],50.0,1,,,California,Asteroid Boulde…,2,0,"['V0', 'V0', 'V2']",,2.0421219492197102,5,,3,2.3333333333333335,,1,
3541,Simpleton Arete,2.1,10,V0-,['Boulder'],15.0,1,,,California,King Dome Area,1,0,"['V3', 'V1']",,2.1177139676852703,2,,2,2.0,,1,
3542,Didgeridoo,2.3,6,V0,['Boulder'],25.0,1,,,Nevada,Kraft Boulders,1,2,"['V4', 'V0+']",,2.299264806362567,2,,2,2.0,,1,
3543,Meadows Traverse,2.3,7,V5,['Boulder'],20.0,1,,,California,Hall of Horrors…,2,1,"['V2', 'V2', 'V6', 'V6', 'V4', 'V6', 'V4', 'V4', 'V3', 'V3', 'V2-3', 'V0', 'V1']",,2.2993567055672464,7,,13,1.6923076923076925,,1,
3547,Bodacious,2.0,3,V3,['Boulder'],15.0,1,,,California,Chocolate Boulders,3,0,"['V1', 'V4', 'V-easy', 'V3', 'V0-']",,2.073713411134493,5,,5,1.6,,1,
